address,price,gross_tax,strata_maintenance_fees,bedrooms,bathrooms,property_type,property_age,title,heating_type,feature,amenities,appliances,community,days_on_rew,property_views,mls®_number,source,frontage,lot_size,year_built,depth,half_bathrooms,lot_width,lot_length,age,bungalow,storey,basement,laneway_house,garage,split_entry
1404 Pipeline Place,2488000,0,,6.0,6.0,house,,freehold nonstrata,"heat recovery ventilator, hot water,radiant","drapes/window coverings, garage door opener, heat recovery ventilator, security system","air conditioning, central air conditioning","in suite laundry, washer/dryer/fridge/stove/dishwasher",westwood plateau,30 days,1460.0,r2761310,rebgv,0.00 feet,5452,2023,0,1.0,0,0,0.0,0,3,0,0,1,0
374 Lebleu Street,1599000,4585,,3.0,2.0,house,,freehold nonstrata,"baseboard,forced air,natural gas",drapes/window coverings,"golf course nearby, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",maillardville,30 days,1258.0,r2761273,rebgv,77.11 feet,11840,1964,153.5,0.0,77,77,59.0,0,2,0,0,0,0
1402 Pipeline Place,2688000,0,,7.0,6.0,house,,freehold nonstrata,"heat recovery ventilator, hot water,radiant","drapes/window coverings, garage door opener, heat recovery ventilator, security system","air conditioning, central air conditioning","in suite laundry, washer/dryer/fridge/stove/dishwasher",westwood plateau,30 days,808.0,r2761176,rebgv,0.00 feet,6128,2023,0,1.0,0,0,0.0,0,3,0,0,1,0
3173 Dunkirk Avenue,2388000,5382,,8.0,6.0,house,,freehold nonstrata,radiant,"drapes/window coverings, garage door opener, security system, smoke alarm","central air conditioning, recreation nearby, shopping nearby","disposal - waste, in suite laundry, washer/dryer/fridge/stove/dishwasher",new horizons,30 days,3411.0,r2761556,rebgv,0.00 feet,,2023,,0.0,,,0.0,0,2,1,0,1,0
104 1311 Hachey Avenue,1320000,4015,$225,4.0,2.0,house,,freehold strata,"electric,forced air,natural gas","drapes/window coverings, garden, security - roughed in","air conditioning, central air conditioning, independent living, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,maillardville,31 days,1940.0,r2760980,rebgv,0.00 feet,3000,2020,0,1.0,0,0,3.0,0,2,1,0,0,0
1555 Pinetree Way Lane,2250000,6044,,8.0,6.0,house,,freehold nonstrata,"forced air,natural gas","drapes/window coverings, garage door opener, intercom, oven - built in, pantry","golf course nearby, recreation nearby, sauna, shopping nearby, storage","dishwasher, disposal - waste, microwave, washer/dryer/fridge/stove/dishwasher",westwood plateau,31 days,879.0,r2760892,rebgv,65.00 feet,,1996,,1.0,,,27.0,0,2,1,0,1,0
1551 Alpine Lane,2398000,5898,,7.0,5.0,house,,freehold nonstrata,"baseboard,forced air,radiant",,air conditioning,washer/dryer/fridge/stove/dishwasher,westwood plateau,31 days,1058.0,r2760788,rebgv,56.00 feet,7890,1994,143.00,0.0,56,56,29.0,0,2,1,0,-1,0
622 Nadina Court,2288000,6165,,7.0,4.0,house,,freehold nonstrata,natural gas,"cul-de-sac, drapes/window coverings, fireplace insert, garage door opener, security system","recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,coquitlam east,36 days,2173.0,r2759940,rebgv,75.00 feet,,1991,,1.0,,,32.0,0,2,1,0,1,0
1730 Brunette Avenue,1800000,4315,,5.0,3.0,house,,freehold nonstrata,natural gas,,,washer/dryer/fridge/stove/dishwasher,central coquitlam,37 days,1152.0,r2759275,rebgv,66.00 feet,8052,1949,122,0.0,66,66,74.0,0,2,0,0,-1,0
3520 Forst Avenue,2388000,5421,,8.0,5.0,house,,freehold nonstrata,"forced air,heat pump,radiant","drapes/window coverings, fireplace insert, garage door opener, garden, oven - built in","air conditioning, central air conditioning, recreation nearby","range top, washer/dryer/fridge/stove/dishwasher",burke mountain,47 days,1180.0,r2757036,rebgv,65.00 feet,,2021,,1.0,,,2.0,0,3,1,0,1,0
2431 Leclair Drive,2278000,5933,,4.0,2.0,house,,freehold nonstrata,"electric,forced air","drapes/window coverings, garage door opener, garden, jetted bathtub, storage shed","recreation nearby, shopping nearby, storage",washer/dryer/fridge/stove/dishwasher,coquitlam east,50 days,3425.0,r2756403,rebgv,151.00 feet,15037,1987,0,1.0,151,151,36.0,0,2,1,0,1,0
583 Hillcrest Street,2790000,7014,,7.0,6.0,house,,freehold nonstrata,"heat recovery ventilator, electric,natural gas,radiant","drapes/window coverings, garage door opener, heat recovery ventilator, security system, smoke alarm, storage shed, vacuum - built in","air conditioning, recreation nearby, shopping nearby","range top, washer/dryer/fridge/stove/dishwasher",central coquitlam,51 days,1842.0,r2755859,rebgv,44.00 feet,6930,2011,158,1.0,44,44,12.0,0,2,1,0,1,0
2912 Hedgestone Court,1898000,5709,,5.0,5.0,house,,freehold nonstrata,,cul-de-sac,,,westwood plateau,52 days,2037.0,r2755719,rebgv,66.15 feet,6727,1992,101.70,0.0,66,66,31.0,0,2,1,0,0,0
590 Berry Street,1789900,4977,,4.0,2.0,house,,freehold nonstrata,"forced air,natural gas","security system, vacuum - built in","golf course nearby, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,central coquitlam,57 days,1041.0,r2754192,rebgv,68.00 feet,,1965,,1.0,,,58.0,0,2,0,0,0,0
1561 Austin Avenue,2498000,3943,,7.0,4.0,house,,freehold nonstrata,"baseboard,forced air",,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,central coquitlam,63 days,320.0,r2753363,rebgv,0.00 feet,,1961,,0.0,,,62.0,0,2,0,0,-1,0
3486 Chandler Street,2128000,5318,,6.0,3.0,house,,freehold nonstrata,forced air,,,washer/dryer/fridge/stove/dishwasher,burke mountain,72 days,1965.0,r2751103,rebgv,0.00 feet,,2015,,1.0,,,8.0,0,2,1,0,-1,0
2978 Surf Crescent,3698800,4954,,8.0,7.0,house,,freehold nonstrata,radiant,"drapes/window coverings, elevator, oven - built in, vacuum - built in","air conditioning, recreation nearby, shopping nearby","clothes washer/dryer, dishwasher, microwave, range top, refrigerator, wine cooler",ranch park,79 days,3179.0,r2749604,rebgv,75.00 feet,10575,2021,141,1.0,75,75,2.0,0,2,1,0,0,0
241 Cayer Street,2100000,3935,,3.0,1.0,house,,freehold nonstrata,"forced air,natural gas",garden,"green house, guest suite, storage",,maillardville,93 days,329.0,r2746172,rebgv,37.49 feet,8009,1954,65.11,0.0,37,37,69.0,0,2,0,0,0,0
1702 Hampton Drive,2480000,7175,,7.0,3.0,house,,freehold nonstrata,"forced air,natural gas","garage door opener, jetted bathtub, oven - built in, sprinkler - inground","air conditioning, recreation nearby, swimming pool equipment","microwave, range top, washer/dryer/fridge/stove/dishwasher",westwood plateau,127 days,1942.0,r2742586,rebgv,78.00 feet,9838,1998,125,2.0,78,78,25.0,0,2,1,0,1,0
687 Schoolhouse Street,1550000,4590,,5.0,2.0,house,,freehold nonstrata,electric,,,washer/dryer/fridge/stove/dishwasher,central coquitlam,155 days,4979.0,r2737830,rebgv,65.36 feet,8190,1959,126.23,0.0,65,65,64.0,0,2,0,0,-1,0
616 Chapman Avenue,2449000,7563,,4.0,2.0,house,,freehold nonstrata,forced air,security system,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,coquitlam west,163 days,1202.0,r2714568,rebgv,0.00 feet,,1960,,0.0,,,63.0,0,-1,0,0,0,0
641 Roderick Avenue,1799000,4378,,3.0,1.0,house,,freehold nonstrata,"forced air,natural gas",cul-de-sac,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,coquitlam west,185 days,1928.0,r2732040,rebgv,65.00 feet,,1957,,0.0,,,66.0,1,-1,0,0,0,0
1238 Gabriola Drive,1649000,4011,,3.0,2.0,house,,freehold nonstrata,forced air,drapes/window coverings,,washer/dryer/fridge/stove/dishwasher,new horizons,245 days,2401.0,r2706794,rebgv,100.00 feet,,1980,,1.0,,,43.0,0,2,0,0,0,0
648 Adler Avenue,3000000,4849,,7.0,4.0,house,,freehold nonstrata,natural gas,,,washer/dryer/fridge/stove/dishwasher,coquitlam west,338 days,922.0,r2688928,rebgv,60.00 feet,,1990,,1.0,,,33.0,0,2,1,0,-1,0
522 Hickey Street,1699000,5026,,3.0,2.0,house,,freehold nonstrata,forced air,"fireplace insert, garden, jetted bathtub, oven - built in, security system, vacuum - built in, vaulted ceiling, windows - thermo","air conditioning, central air conditioning, recreation nearby, storage","in suite laundry, range top, washer/dryer/fridge/stove/dishwasher",coquitlam east,1 day,,r2769716,rebgv,65.00 feet,7020,1979,108,1.0,65,65,44.0,0,2,0,0,0,0
2422 Mariana Place,1378000,4050,,4.0,2.0,house,,freehold nonstrata,"electric,forced air,natural gas","cul-de-sac, drapes/window coverings, storage shed, vacuum - built in","air conditioning, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,cape horn,1 day,,r2769640,rebgv,55.72 feet,5068,1990,0,1.0,55,55,33.0,0,2,0,0,0,0
1904 Keith Place,998000,3049,$135,3.0,1.0,house,,freehold strata,"forced air,natural gas",storage shed,"recreation nearby, shopping nearby","clothes washer/dryer, in suite laundry, microwave",river springs,1 day,92.0,r2769448,rebgv,0.00 feet,,1979,,1.0,,,44.0,1,-1,0,0,0,0
1299 Flynn Crescent,1080000,3358,$135,3.0,2.0,house,,freehold strata,forced air,,"club house, tennis court(s)","clothes washer/dryer, range top, refrigerator",river springs,2 days,106.0,r2769356,rebgv,,,1981,,1.0,,,42.0,0,2,0,0,-1,0
2305 Vista Court,2388000,4732,,6.0,5.0,house,,freehold nonstrata,"baseboard,forced air,radiant","cul-de-sac, garage door opener, security system, sprinkler - inground, wet bar","air conditioning, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,chineside,2 days,67.0,r2769213,rebgv,98.00 feet,,1965,,0.0,,,58.0,0,2,0,0,1,1
2562 Steeple Court,2048000,4390,,8.0,3.0,house,,freehold nonstrata,"baseboard,hot water,natural gas",cul-de-sac,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,upper eagle ridge,2 days,54.0,r2769075,rebgv,0.00 feet,,1981,,1.0,,,42.0,0,3,0,0,0,0
3155 Silverthrone Drive,2298000,6178,,6.0,5.0,house,,freehold nonstrata,"electric,hot water,natural gas","security system, smoke alarm","golf course nearby, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",westwood plateau,2 days,69.0,r2768875,rebgv,0.00 feet,,1996,,1.0,,,27.0,0,2,1,0,0,0
1422 Como Lake Avenue,1299900,4103,,4.0,2.0,house,,freehold nonstrata,forced air,,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,harbour chines,3 days,519.0,r2768690,rebgv,63.00 feet,,1956,,0.0,,,67.0,1,-1,0,0,-1,0
811 Roderick Avenue,1960000,4206,,1.0,0.0,house,,freehold nonstrata,forced air,,shopping nearby,washer/dryer/fridge/stove/dishwasher,coquitlam west,3 days,23.0,r2768503,rebgv,59.10 feet,7198,1930,121.80,0.0,59,59,93.0,1,-1,1,0,-1,0
1660 Pinetree Way,1999000,5261,,6.0,4.0,house,,freehold nonstrata,"baseboard,forced air,mixed",,"golf course nearby, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,westwood plateau,3 days,156.0,r2768477,rebgv,0.00 feet,,1994,,0.0,,,29.0,0,2,1,0,-1,0
635 Sydney Avenue,2490000,7604,,4.0,4.0,house,,freehold nonstrata,"forced air,heat pump,natural gas","drapes/window coverings, sprinkler - inground","air conditioning, golf course nearby, recreation nearby, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",coquitlam west,4 days,392.0,r2768341,rebgv,59.84 feet,7629,2007,127.49,1.0,59,59,16.0,0,2,1,0,0,0
1512 Parkway Boulevard,2575000,6629,,5.0,4.0,house,,freehold nonstrata,"hot water,radiant","drapes/window coverings, fireplace insert, jetted bathtub, vacuum - built in, wet bar","golf course nearby, recreation nearby, shopping nearby","compactor - garbage, washer/dryer/fridge/stove/dishwasher",westwood plateau,4 days,137.0,r2768160,rebgv,105.00 feet,11194,1992,107,1.0,105,105,31.0,0,3,0,0,0,0
850 Austin Avenue,2099000,6064,,2.0,1.0,house,,freehold nonstrata,forced air,,,"in suite laundry, washer/dryer/fridge/stove/dishwasher",coquitlam west,5 days,74.0,r2768012,rebgv,96.00 feet,13444,1949,140,0.0,96,96,74.0,0,2,0,0,-1,0
519 Mentmore Street,1588000,4873,,3.0,2.0,house,,freehold nonstrata,,,golf course nearby,,coquitlam west,6 days,386.0,r2767293,rebgv,64.00 feet,,1960,,0.0,,,63.0,0,2,0,0,-1,0
1990 Elizabeth Drive,1250000,3430,$135,3.0,2.0,house,,freehold strata,forced air,"storage shed, vacuum - built in","club house, golf course nearby, playground, recreation nearby, shopping nearby, tennis court(s)","microwave, washer/dryer/fridge/stove/dishwasher",river springs,6 days,1060.0,r2767974,rebgv,0.00 feet,,1981,,1.0,,,42.0,0,2,0,0,0,0
1746 Sugarpine Court,2358000,5728,,7.0,4.0,house,,freehold nonstrata,"baseboard,electric,forced air","cul-de-sac, garage door opener, vacuum - built in",golf course nearby,washer/dryer/fridge/stove/dishwasher,westwood plateau,7 days,219.0,r2767854,rebgv,15.81 feet,,1997,,0.0,,,26.0,0,2,1,0,1,0
2063 Blantyre Avenue,3188000,8371,,6.0,5.0,house,,freehold nonstrata,"baseboard,forced air,natural gas","drapes/window coverings, garage door opener, security system, vacuum - built in, windows - thermo","air conditioning, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,central coquitlam,7 days,250.0,r2767805,rebgv,65.00 feet,8646,2019,131,1.0,65,65,4.0,0,2,1,0,1,0
612 Chapman Avenue,1399000,0,,3.0,1.0,house,,freehold nonstrata,,cul-de-sac,,,coquitlam west,7 days,174.0,r2767119,rebgv,60.00 feet,,1960,,0.0,,,63.0,1,-1,1,0,0,0
629 Smith Avenue,3499000,4386,,5.0,2.0,house,,freehold nonstrata,"baseboard,electric,forced air,wood",garden,"golf course nearby, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",coquitlam west,7 days,64.0,r2767698,rebgv,62.03 feet,7688,1955,124.31,1.0,62,62,68.0,0,3,0,0,0,0
3234 Dunkirk Avenue,1498000,3757,,4.0,2.0,house,,freehold nonstrata,"baseboard,electric,wood",,,washer/dryer/fridge/stove/dishwasher,new horizons,7 days,296.0,r2767651,rebgv,41.00 feet,4000,1980,98.00,1.0,41,41,43.0,0,2,0,0,-1,0
2796 Redfern Place,1949000,5545,,7.0,3.0,house,,freehold nonstrata,forced air,"cul-de-sac, garden, oven - built in, security system, wet bar","recreation nearby, shopping nearby, storage","dishwasher, disposal - waste, in suite laundry, microwave, range top, washer/dryer/fridge/stove/dishwasher",coquitlam east,8 days,460.0,r2767167,rebgv,50.00 feet,,1989,,1.0,,,34.0,0,2,1,0,0,0
2040 Orland Drive,1599000,4850,,5.0,1.0,house,,freehold nonstrata,"forced air,natural gas",,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,central coquitlam,8 days,426.0,r2767258,rebgv,0.00 feet,7908,1965,0,1.0,0,0,58.0,0,2,0,0,-1,0
2860 Banbury Avenue,1230000,4191,,4.0,3.0,house,,freehold nonstrata,forced air,"cul-de-sac, hot water dispenser",,washer/dryer/fridge/stove/dishwasher,scott creek,8 days,1507.0,r2767191,rebgv,0.00 feet,4925,1987,0,0.0,0,0,36.0,0,2,0,0,0,0
663 Lakeshore Drive,1899000,5463,,5.0,4.0,house,,freehold nonstrata,"forced air,heat pump,natural gas",hot tub spa/swirlpool,"air conditioning, golf course nearby, hot tub, recreation nearby, shopping nearby, swimming pool equipment",washer/dryer/fridge/stove/dishwasher,central coquitlam,8 days,721.0,r2766070,rebgv,47.00 feet,7267,1975,162,0.0,47,47,48.0,0,2,0,0,0,0
651 Nicola Avenue,1999999,5956,,5.0,4.0,house,,freehold nonstrata,forced air,pantry,air conditioning,"in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",coquitlam west,8 days,440.0,r2766876,rebgv,0.00 feet,,1996,,1.0,,,27.0,0,2,0,0,0,0
480 Montgomery Street,1459900,4440,,3.0,2.0,house,,freehold nonstrata,"forced air,natural gas",storage shed,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,central coquitlam,8 days,392.0,r2767042,rebgv,0.00 feet,,1958,,0.0,,,65.0,0,2,0,0,0,0
1567 Lodgepole Place,2280000,5839,,6.0,3.0,house,,freehold nonstrata,forced air,"drapes/window coverings, garage door opener, vacuum - built in",,washer/dryer/fridge/stove/dishwasher,westwood plateau,9 days,287.0,r2766793,rebgv,50.00 feet,7217,1994,0.00,1.0,50,50,29.0,0,2,1,0,1,0
1261 Ravensdale Street,2598800,6152,,7.0,6.0,house,,freehold nonstrata,"forced air,natural gas","fireplace insert, garage door opener, garden, security system, smoke alarm, vacuum - built in","air conditioning, golf course nearby, recreation nearby, shopping nearby","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher, wine cooler",burke mountain,9 days,494.0,r2766771,rebgv,43.60 feet,6003,2023,137.10,1.0,43,43,0.0,0,2,1,0,1,0
3433 Gislason Avenue,1599000,5212,,6.0,4.0,house,,freehold nonstrata,"electric,forced air,natural gas","garage door opener, jetted bathtub, security - roughed in, vacuum - roughed in, vaulted ceiling","recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,burke mountain,9 days,1164.0,r2766799,rebgv,36.00 feet,3681,2012,102,1.0,36,36,11.0,0,2,1,0,1,0
3491 Wessex Court,2888888,7232,,6.0,4.0,house,,freehold nonstrata,"baseboard,forced air","drapes/window coverings, garage door opener, garden, jetted bathtub, pantry, security system, smoke alarm, vaulted ceiling",,"in suite laundry, microwave, range top, washer/dryer/fridge/stove/dishwasher",burke mountain,9 days,236.0,r2766397,rebgv,0.00 feet,,2013,,2.0,,,10.0,0,2,1,0,1,0
828 Smith Avenue,1488800,4794,,3.0,2.0,house,,freehold nonstrata,,,"recreation nearby, shopping nearby",,coquitlam west,9 days,1529.0,r2766454,rebgv,1.00 feet,,1956,,0.0,,,67.0,0,2,0,0,-1,0
954 Blue Mountain Street,1749000,5021,,4.0,2.0,house,,freehold nonstrata,"forced air,natural gas",cul-de-sac,recreation nearby,washer/dryer/fridge/stove/dishwasher,coquitlam west,9 days,735.0,r2767473,rebgv,0.00 feet,,1958,,1.0,,,65.0,0,2,0,0,0,0
1734 Haversley Avenue,3528000,10149,,10.0,9.0,house,,freehold nonstrata,"forced air,heat pump,natural gas",fireplace insert,air conditioning,washer/dryer/fridge/stove/dishwasher,central coquitlam,9 days,4099.0,r2767628,rebgv,79.00 feet,,2014,,0.0,,,9.0,0,2,1,0,0,0
2135 Palliser Avenue,2750000,7781,,7.0,5.0,house,,freehold nonstrata,,,,,central coquitlam,10 days,2874.0,r2766785,rebgv,82.50 feet,10742,2005,131.06,0.0,82,82,18.0,0,2,1,0,-1,0
146 Finnigan Street,1489000,4292,,4.0,1.0,house,,freehold nonstrata,"forced air,natural gas",,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,cape horn,13 days,353.0,r2763706,rebgv,66.00 feet,7986,1968,121,1.0,66,66,55.0,1,-1,1,0,-1,0
886 Pinebrook Place,959000,2692,,3.0,1.0,house,,freehold nonstrata,forced air,,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,meadow brook,13 days,865.0,r2765940,rebgv,30.00 feet,3000,1975,100,1.0,30,30,48.0,0,2,0,0,-1,0
1403 Strawline Hill Street,2487000,6403,,5.0,4.0,house,,freehold nonstrata,"forced air,natural gas","fireplace insert, smoke alarm, sprinkler - fire, vacuum - built in","air conditioning, central air conditioning","clothes dryer, dishwasher, microwave, stove, washer/dryer/fridge/stove/dishwasher",burke mountain,14 days,379.0,r2765990,rebgv,0.00 feet,4680,2016,0.00,1.0,0,0,7.0,0,2,0,0,0,0
947 Alderson Avenue,1880000,4397,,3.0,1.0,house,,freehold nonstrata,forced air,,workshop detached,in suite laundry,maillardville,14 days,232.0,r2765853,rebgv,63.00 feet,7045,1955,112,0.0,63,63,68.0,0,2,0,0,-1,0
1334 Cooper Court,2100000,5969,,6.0,3.0,house,,freehold nonstrata,forced air,"cul-de-sac, drapes/window coverings, garage door opener",air conditioning,washer/dryer/fridge/stove/dishwasher,new horizons,14 days,779.0,r2765848,rebgv,0.00 feet,5699,2014,0,1.0,0,0,9.0,0,2,1,0,1,0
613 Sunset Avenue,1748000,5082,,3.0,2.0,house,,freehold nonstrata,"electric,forced air",,air conditioning,washer/dryer/fridge/stove/dishwasher,coquitlam west,14 days,124.0,r2764483,rebgv,60.00 feet,,1953,,0.0,,,70.0,1,-1,1,0,-1,0
918 Grover Avenue,1999900,5259,,4.0,2.0,house,,freehold nonstrata,"forced air,natural gas",drapes/window coverings,"recreation nearby, shopping nearby","clothes washer, refrigerator, stove",coquitlam west,14 days,188.0,r2765683,rebgv,82.24 feet,9758,1963,118.89,0.0,82,82,60.0,0,-1,0,0,0,1
1404 Como Lake Avenue,1499000,4095,,4.0,2.0,house,,freehold nonstrata,baseboard,"security system, storage shed","recreation nearby, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",central coquitlam,14 days,1222.0,r2765443,rebgv,0.00 feet,7875,1949,0.00,1.0,0,0,74.0,0,2,0,0,0,0
1310 Shaughnessy Street,1399000,3574,,4.0,3.0,house,,freehold nonstrata,"forced air,natural gas","pantry, storage shed","recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,river springs,16 days,926.0,r2765126,rebgv,41.01 feet,4018,1987,30,0.0,41,41,36.0,0,2,0,0,0,0
333 Blue Mountain Street,2200000,4110,,6.0,4.0,house,,freehold nonstrata,,,,,maillardville,16 days,156.0,r2764965,rebgv,66.00 feet,,1966,,0.0,,,57.0,0,2,1,0,-1,0
1699 Arbutus Place,1850000,5088,,7.0,4.0,house,,freehold nonstrata,"forced air,heat pump",cul-de-sac,"air conditioning, central air conditioning, golf course nearby",washer/dryer/fridge/stove/dishwasher,westwood plateau,16 days,742.0,r2764889,rebgv,45.00 feet,,1999,,0.0,,,24.0,0,3,0,0,0,0
3300 Rakanna Place,1629000,4122,,4.0,3.0,house,,freehold nonstrata,forced air,"cul-de-sac, garage door opener, smoke alarm",,"microwave, refrigerator, washer/dryer/fridge/stove/dishwasher",hockaday,16 days,689.0,r2764686,rebgv,30.00 feet,,1996,,0.0,,,27.0,0,2,1,0,1,1
1650 Rochester Avenue,1899000,4739,,5.0,4.0,house,,freehold nonstrata,"baseboard,hot water,natural gas","drapes/window coverings, garden",,washer/dryer/fridge/stove/dishwasher,central coquitlam,16 days,609.0,r2764824,rebgv,0.00 feet,10428,1968,0,0.0,0,0,55.0,1,-1,1,0,0,0
353 Laurentian Crescent,1799000,4469,,6.0,2.0,house,,freehold nonstrata,"forced air,natural gas","garage door opener, vacuum - built in",,"in suite laundry, washer/dryer/fridge/stove/dishwasher",central coquitlam,19 days,424.0,r2763620,rebgv,0.00 feet,,1964,,1.0,,,59.0,0,-1,0,0,1,1
3178 Sylvia Place,1588800,4233,,6.0,3.0,house,,freehold nonstrata,"forced air,natural gas","drapes/window coverings, garage door opener, vacuum - roughed in","golf course nearby, recreation nearby, shopping nearby","clothes dryer, clothes washer, dishwasher, in suite laundry, refrigerator, stove, washer/dryer/fridge/stove/dishwasher",westwood plateau,20 days,1674.0,r2764115,rebgv,41.00 feet,4839,1991,105,1.0,41,41,32.0,0,2,1,0,1,0
1277 Hollybrook Street,2339900,5744,,5.0,4.0,house,,freehold nonstrata,"heat pump,natural gas,radiant","security system, vacuum - built in","golf course nearby, recreation nearby","microwave, washer/dryer/fridge/stove/dishwasher",burke mountain,21 days,1035.0,r2763815,rebgv,0.00 feet,,2011,,2.0,,,12.0,0,2,1,0,0,0
730 Austin Avenue,6480000,13534,,5.0,7.0,house,,freehold nonstrata,"hot water,radiant","garage door opener, security - roughed in, vacuum - built in, wet bar","air conditioning, golf course nearby, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,coquitlam west,21 days,387.0,r2763749,rebgv,132.00 feet,34716,1998,263.85,1.0,132,132,25.0,0,3,1,0,1,0
3523 Sheffield Avenue,2499900,6459,,5.0,4.0,house,,freehold nonstrata,"forced air,natural gas","drapes/window coverings, security system, sprinkler - inground, vacuum - built in","air conditioning, central air conditioning","microwave, washer/dryer/fridge/stove/dishwasher, wine cooler",burke mountain,21 days,949.0,r2763718,rebgv,0.00 feet,,2018,,1.0,,,5.0,0,2,1,0,0,0
547 Linton Street,1398000,4715,,3.0,2.0,house,,freehold nonstrata,"forced air,natural gas","drapes/window coverings, hot tub spa/swirlpool, storage shed","air conditioning, central air conditioning, hot tub","dishwasher, microwave, stove, washer/dryer/fridge/stove/dishwasher",central coquitlam,22 days,1903.0,r2763542,rebgv,66.00 feet,10362,1958,157,0.0,66,66,65.0,0,-1,0,0,0,1
1826 Walnut Crescent,1988000,5712,,5.0,3.0,house,,freehold nonstrata,"natural gas,radiant",,"recreation nearby, shopping nearby, storage","in suite laundry, washer/dryer/fridge/stove/dishwasher",central coquitlam,22 days,740.0,r2763516,rebgv,56.00 feet,7168,1989,128,0.0,56,56,34.0,0,2,0,0,-1,0
1056 Quadling Avenue,2128000,5601,,2.0,4.0,house,,freehold nonstrata,,,,,maillardville,22 days,93.0,r2762918,rebgv,66.00 feet,,1955,,0.0,,,68.0,0,1,0,0,-1,0
928 Spence Avenue,3199000,8786,,8.0,6.0,house,,freehold nonstrata,forced air,"drapes/window coverings, garage door opener, garden, security system, smoke alarm",air conditioning,"in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",coquitlam west,23 days,700.0,r2763054,rebgv,66.00 feet,8368,2016,127,1.0,66,66,7.0,0,2,1,0,1,0
1023 Corona Crescent,1599000,4896,,4.0,3.0,house,,freehold nonstrata,"forced air,natural gas",garden,"recreation nearby, storage, workshop attached","microwave, washer/dryer/fridge/stove/dishwasher",chineside,23 days,1613.0,r2762992,rebgv,0.00 feet,,1977,,0.0,,,46.0,0,-1,0,0,0,0
3504 Highland Drive,2689000,6000,,8.0,7.0,house,,freehold nonstrata,"hot water,natural gas,radiant","garage door opener, jetted bathtub, security system, vacuum - built in, vaulted ceiling",air conditioning,washer/dryer/fridge/stove/dishwasher,burke mountain,23 days,258.0,r2762975,rebgv,56.62 feet,6660,2023,164.69,1.0,56,56,0.0,0,2,1,0,1,0
370 Mundy Street,1699000,4471,,5.0,3.0,house,,freehold nonstrata,"forced air,heat pump,natural gas",fireplace insert,air conditioning,"in suite laundry, washer/dryer/fridge/stove/dishwasher",central coquitlam,23 days,508.0,r2762823,rebgv,76.00 feet,7600,1973,100,0.0,76,76,50.0,0,2,0,0,0,0
2577 Crawley Avenue,2188000,5545,,7.0,6.0,house,,freehold nonstrata,,,,,coquitlam east,23 days,975.0,r2762876,rebgv,65.38 feet,7062,1994,108,0.0,65,65,29.0,0,2,1,0,-1,0
1006 Winslow Avenue,2689000,6358,,7.0,5.0,house,,freehold nonstrata,"baseboard,electric,forced air","drapes/window coverings, security system","recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,central coquitlam,24 days,824.0,r2762765,rebgv,0.00 feet,,2007,,1.0,,,16.0,0,2,0,0,0,0
715 Edgar Avenue,1799000,5496,,5.0,3.0,house,,freehold nonstrata,"natural gas,radiant",,,washer/dryer/fridge/stove/dishwasher,coquitlam west,24 days,716.0,r2762819,rebgv,51.00 feet,6273,1997,123,0.0,51,51,26.0,0,2,0,0,-1,0
1209 Burkemont Place,2249000,5656,,5.0,3.0,house,,freehold nonstrata,forced air,"drapes/window coverings, garden",storage,washer/dryer/fridge/stove/dishwasher,burke mountain,24 days,627.0,r2762732,rebgv,39.78 feet,5224,2012,114.65,1.0,39,39,11.0,0,2,1,0,0,0
